ROWID,Country,State LGD Code,State,District LGD Code,District,Year,Ground Water Station Name,Ground Water Station Latitude,Ground Water Station Longitude,Amount of Arsenic,Amount of carbonate,Amount of Calcium,Amount of Chloride,Amount of Electrical Conductivity,Amount of Fluorine,Amount of Iron,Amount of Hydrogencarbonate,Amount of Potassium,Amount of Magnesium,Amount of Nitrate,Amount of Sodium,Percentage of Sodium,Amount of Phosphate Ion,Amount of Residual Sodium Carbonate,Amount of Sodium absorption ratio,Amount of Sulfate,Amount of Silicon dioxide,Amount of Hardness Total,Amount of Alkalinity Total,Amount of Total Dissolved Solids,Amount of Potential of Hydrogen,Mark for Deletion
139840,India,28,Andhra Pradesh,511,Kurnool,2017,Haradgiri-Pn-3,0,0,,,176,638,3897,0.98,,372,13,223.89,277,300,,,-42.2,3.54,566,,1360,304.92,,7.55,No
139841,India,28,Andhra Pradesh,511,Kurnool,2017,Holagondi,15.48333333,77.05,,,,,,,,,,,,,,,,,,,,,,,No
139842,India,28,Andhra Pradesh,511,Kurnool,2017,Kapatrala,15.625,77.6,,,,,,,,,,,,,,,,,,,,,,,No
139843,India,28,Andhra Pradesh,511,Kurnool,2017,Karivemula,15.61666667,77.60416667,,,50,121,1213,1,,427,0.78,36.53,7.4,160,,,3,4.2,86,,275,350,,7.86,No
139844,India,28,Andhra Pradesh,511,Kurnool,2017,Kodumuru,15.68333333,77.76666667,,,148,510,3260,0.63,,458,40,184.96,402,240,,,-30.18,3.11,264,,1130,375.41,,7.42,No
139845,India,28,Andhra Pradesh,511,Kurnool,2017,Kodumuru1,15.68333333,77.76666667,,,,,,,,,,,,,,,,,,,,,,,No
139846,India,28,Andhra Pradesh,511,Kurnool,2017,Kodumuru 2013DW,15.68333333,77.76666667,,,,,,,,,,,,,,,,,,,,,,,No
139847,India,28,Andhra Pradesh,511,Kurnool,2017,Kolimigundla-DW14,15.09166667,78.10416667,,,,,,,,,,,,,,,,,,,,,,,No
139848,India,28,Andhra Pradesh,511,Kurnool,2017,Kuppagallu,15.75,77.21666667,,,,,,,,,,,,,,,,,,,,,,,No
139849,India,28,Andhra Pradesh,511,Kurnool,2017,Kurnool,15.8375,78.04861111,,,54,255,1690,0.68,,177,2.7,30.46,21,280,,,-4.6,7.55,321,,260,145.08,,7.53,No
139850,India,28,Andhra Pradesh,511,Kurnool,2017,Kurnool-DW14,15.83833333,78.04916667,,,76,213,1408,0.39,,366,22,3.74,11,220,,,3.8,6.68,64,,205,300,,7.65,No
139851,India,28,Andhra Pradesh,511,Kurnool,2017,Madhavaram,15.93694444,77.36305556,,,432,737,4513,0.29,,421,23,112.37,454,320,,,-47.8,3.55,480,,1540,345.08,,7.35,No
139852,India,28,Andhra Pradesh,511,Kurnool,2017,Mahanandi-DW13,15.46916667,78.62,,,62,50,906,0.81,,366,18,43.84,2.5,55,,,-1.4,1.31,96,,335,300,,7.5,No
139853,India,28,Andhra Pradesh,511,Kurnool,2017,Mantralayam-new,15.94027778,77.42777778,,,,,,,,,,,,,,,,,,,,,,,No
139854,India,28,Andhra Pradesh,511,Kurnool,2017,Moravakonda,15.97361111,78.27777778,,,174,269,1970,0.79,,183,2,37.9,219,170,,,-17.6,3.04,240,,590,150,,7.52,No
139855,India,28,Andhra Pradesh,511,Kurnool,2017,Naganathanahalli,15.56666667,77.23333333,,,120,652,5858,2.3,,549,11,194.65,93,850,,,-26,11.15,1440,,1100,450,,7.7,No
139856,India,28,Andhra Pradesh,511,Kurnool,2017,Nandikotkur,15.86666667,78.275,,,,,,,,,,,,,,,,,,,,,,,No
139857,India,28,Andhra Pradesh,511,Kurnool,2017,Nandyal-DW13,15.48972222,78.49472222,,,94,110,1204,0.59,,378,7.8,28.07,5.6,100,,,-1.6,2.33,87,,350,309.84,,7.5,No
139858,India,28,Andhra Pradesh,511,Kurnool,2017,Nossam,14.99166667,78.4,,,,,,,,,,,,,,,,,,,,,,,No
139859,India,28,Andhra Pradesh,511,Kurnool,2017,Orvakallu,15.6875,78.175,,,,,,,,,,,,,,,,,,,,,,,No
139860,India,28,Andhra Pradesh,511,Kurnool,2017,Palakuru,0,0,,,,,,,,,,,,,,,,,,,,,,,No
139861,India,28,Andhra Pradesh,511,Kurnool,2017,Pata Sunnipeta-DW14,16.07083333,78.87083333,,,,,,,,,,,,,,,,,,,,,,,No
139862,India,28,Andhra Pradesh,511,Kurnool,2017,Peapally,15.23055556,77.37638889,,,,,,,,,,,,,,,,,,,,,,,No
139863,India,28,Andhra Pradesh,511,Kurnool,2017,Peapally1,15.23055556,77.37638889,,,,,,,,,,,,,,,,,,,,,,,No
139864,India,28,Andhra Pradesh,511,Kurnool,2017,Peddatekuru,15.72916667,78.00416667,,,,,,,,,,,,,,,,,,,,,,,No
139865,India,28,Andhra Pradesh,511,Kurnool,2017,Podalakunta-DW14,15.85416667,77.12083333,,,82,57,671,0.48,,244,2,21.98,42,32,,,-3.8,0.81,27,,295,200,,7.36,No
139866,India,28,Andhra Pradesh,511,Kurnool,2017,Puppaladoddi,15.53388889,77.48583333,,,,,,,,,,,,,,,,,,,,,,,No
139867,India,28,Andhra Pradesh,511,Kurnool,2017,Rajala Mandagiri-DW14,15.43694444,77.47361111,,,72,35,509,0.31,,281,13,12.24,1.2,18,,,0.02,0.52,1.4,,230,230.33,,7.62,No
139868,India,28,Andhra Pradesh,511,Kurnool,2017,Ratan-DW13,15.36666667,77.16666667,,,36,39,794,2.1,,403,2.7,19.49,16,120,,,6.42,4,13,,170,330.33,,7.76,No
139869,India,28,Andhra Pradesh,511,Kurnool,2017,Rudravaram,15.85,78.47083333,,,,,,,,,,,,,,,,,,,,,,,No
139870,India,28,Andhra Pradesh,511,Kurnool,2017,Rudravaram-DW13,15.85027778,78.47083333,,,60,82,1023,0.46,,268,6.6,13.45,11,140,,,0.58,4.25,164,,205,219.67,,7.6,No
139871,India,28,Andhra Pradesh,511,Kurnool,2017,Santajutur,15.63333333,78.44166667,,,76,333,2329,0.9,,763,320,60.88,16,160,,,7.42,3.32,74,,440,625.41,,7.66,No
139872,India,28,Andhra Pradesh,511,Kurnool,2017,Srisailam,16.09166667,78.86388889,,,,,,,,,,,,,,,,,,,,,,,No
139873,India,28,Andhra Pradesh,511,Kurnool,2017,Srisailam-DW14,16.06666667,78.86805556,,,22,46,340,0.2,,61,9,9.75,45,26,,,-1.8,1.16,7.2,,95,50,,7.34,No
139874,India,28,Andhra Pradesh,511,Kurnool,2017,Sulavai-DW13,15.45833333,77.1,,,,,,,,,,,,,,,,,,,,,,,No
139875,India,28,Andhra Pradesh,511,Kurnool,2017,Tammarajupalli,15.54166667,78.24166667,,,,,,,,,,,,,,,,,,,,,,,No
139876,India,28,Andhra Pradesh,511,Kurnool,2017,Timmapuram,15.40138889,78.30833333,,,,,,,,,,,,,,,,,,,,,,,No
139877,India,28,Andhra Pradesh,511,Kurnool,2017,Tuggali1,15.3175,77.545,,,,,,,,,,,,,,,,,,,,,,,No
139878,India,28,Andhra Pradesh,511,Kurnool,2017,Tungabhadra,15.9375,77.3125,,,,,,,,,,,,,,,,,,,,,,,No
139879,India,28,Andhra Pradesh,511,Kurnool,2017,Tungabhadra 2013DW,15.93722222,77.30833333,,,,,,,,,,,,,,,,,,,,,,,No
139880,India,28,Andhra Pradesh,511,Kurnool,2017,Tungabhadra-PZ,15.9375,77.3125,,,196,369,2538,0.55,,397,9,44,99,280,,,-13.78,4.71,346,,670,325.41,,7.25,No
139881,India,28,Andhra Pradesh,511,Kurnool,2017,Veldurti,15.55,77.93333333,,,76,319,2418,1.9,,939,40,92.48,20,300,,,7.98,5.47,26,,570,769.67,,7.37,No
139882,India,28,Andhra Pradesh,511,Kurnool,2017,Velugodu,15.72916667,78.56666667,,,,,,,,,,,,,,,,,,,,,,,No
139883,India,28,Andhra Pradesh,511,Kurnool,2017,Venkatapuram2,15.88333333,78.65,,,48,411,2520,1.6,,732,2,65.7,8.1,420,,,8.4,9.25,110,,390,600,,7.84,No
139884,India,28,Andhra Pradesh,511,Kurnool,2017,Yemignur,15.82777778,77.47916667,,,,,,,,,,,,,,,,,,,,,,,No
139885,India,28,Andhra Pradesh,511,Kurnool,2017,Yemignur[r],15.755,77.49472222,,,,,,,,,,,,,,,,,,,,,,,No
139886,India,28,Andhra Pradesh,511,Kurnool,2017,Yemmiganur-DW14,15.78333333,77.45833333,,,68,50,768,0.36,,256,2,36.55,33,30,,,-4.4,0.73,72,,320,209.84,,7.81,No
139887,India,28,Andhra Pradesh,511,Kurnool,2017,Yenugumarri,15.29722222,77.79166667,,,,,,,,,,,,,,,,,,,,,,,No
139888,India,28,Andhra Pradesh,511,Kurnool,2018,Adoni Kota Veerabhadraswamigudi-DW14,15.66666667,77.2875,,0,116,737,4670,0.73,0,830,600,114.41,115,325,,0,-3.2,5.13,384,0,760,680.33,0,7.12,No
139889,India,28,Andhra Pradesh,511,Kurnool,2018,Ahobilam,15.15305556,78.66666667,,0,88,53,714,0.77,0,317,12,29.28,34,16,,0,-3.2,0.38,20,0,340,259.84,0,7.48,No
139890,India,28,Andhra Pradesh,511,Kurnool,2018,Alamuru-DW13,15.45833333,78.32472222,,0,84,128,1018,0.45,0,220,5.1,31.71,6.8,83,,0,-6.38,1.96,151,0,340,180.33,0,7.76,No
139891,India,28,Andhra Pradesh,511,Kurnool,2018,Aluru,15.4,77.225,,,,,,,,,,,,,,,,,,,,,,,No
139892,India,28,Andhra Pradesh,511,Kurnool,2018,Aluru1,15.40083333,77.22444444,,0,417,851,4231,0.52,0,336,92,87.43,395,253,,0,-44.98,2.94,250,0,1400,275.41,0,7.22,No
139893,India,28,Andhra Pradesh,511,Kurnool,2018,Aspari1,15.48,77.39083333,,0,96,131,1160,0.46,0,305,16,30.51,95,85,,0,-4.6,1.94,52,0,365,250,0,7.58,No
139894,India,28,Andhra Pradesh,511,Kurnool,2018,Atmakur (alt),15.89166667,78.59166667,,0,144,248,1540,0.76,0,427,4.7,14.76,7.4,152,,0,-2.8,3.23,42,0,420,350,0,6.95,No
139895,India,28,Andhra Pradesh,511,Kurnool,2018,Banaganapalli-DW14,15.31666667,78.225,,,,,,,,,,,,,,,,,,,,,,,No
139896,India,28,Andhra Pradesh,511,Kurnool,2018,Bapuram,15.75305556,77.2625,,,,,,,,,,,,,,,,,,,,,,,No
139897,India,28,Andhra Pradesh,511,Kurnool,2018,Battulur,15.24583333,78.5,,0,84,326,2450,1.01,0,470,140,97.35,162,230,,0,-9,4.05,288,0,610,385.25,0,7.83,No
139898,India,28,Andhra Pradesh,511,Kurnool,2018,Chagalmarri,14.96666667,78.6,,,,,,,,,,,,,,,,,,,,,,,No
139899,India,28,Andhra Pradesh,511,Kurnool,2018,Doddanakere-DW14,15.71666667,77.275,,0,82,78,1039,1.2,0,281,1.8,49.94,180,48,,0,-7.18,1.03,30,0,410,230.33,0,7.45,No
139900,India,28,Andhra Pradesh,511,Kurnool,2018,Emmiganuru1,15.775,77.475,,,,,,,,,,,,,,,,,,,,,,,No
139901,India,28,Andhra Pradesh,511,Kurnool,2018,Gadivemula-DW13,15.66722222,78.44083333,,,,,,,,,,,,,,,,,,,,,,,No
139902,India,28,Andhra Pradesh,511,Kurnool,2018,Gargeyapuram-DW14,15.8,78.14166667,,,,,,,,,,,,,,,,,,,,,,,No
139903,India,28,Andhra Pradesh,511,Kurnool,2018,Garladinne1,15.30833333,77.975,,,,,,,,,,,,,,,,,,,,,,,No
139904,India,28,Andhra Pradesh,511,Kurnool,2018,Gonegandla,15.71222222,77.59722222,,0,44,57,700,0.85,0,268,3.9,51.11,122,50,,0,-4.02,1.22,29,0,320,219.67,0,6.67,No
139905,India,28,Andhra Pradesh,511,Kurnool,2018,Gonegondla,15.71666667,77.6,,0,156,532,2855,0.42,0,372,3.9,90.15,12,280,,0,-18.2,4.42,283,0,760,304.92,0,7.79,No
139906,India,28,Andhra Pradesh,511,Kurnool,2018,G Ragadi Gudur-dw14,15.725,78.46666667,,0,58,142,1244,3,0,336,0.39,26.81,56,184,,0,0.82,5.01,120,0,255,275.41,0,7.67,No
139907,India,28,Andhra Pradesh,511,Kurnool,2018,Gudur-PZ -WT,15.7725,77.80888889,,,,,,,,,,,,,,,,,,,,,,,No
139908,India,28,Andhra Pradesh,511,Kurnool,2018,Gulyam,15.37194444,77.065,,0,240,3687,18400,0.8,0,659,2,778.31,991,2599,,0,-130.4,18.34,2774,0,3800,540.16,0,7.52,No
139909,India,28,Andhra Pradesh,511,Kurnool,2018,Gulyam-DW13,15.36666667,77.14166667,,,,,,,,,,,,,,,,,,,,,,,No
139910,India,28,Andhra Pradesh,511,Kurnool,2018,Gulyam-PZ,15.37194444,77.065,,0,561,2333,11850,0.52,0,384,3.5,73.01,806,1895,,0,-55.42,19.99,1488,0,1700,314.75,0,7.14,No
139911,India,28,Andhra Pradesh,511,Kurnool,2018,Halvi pn1-wt,15.88055556,77.14333333,,,,,,,,,,,,,,,,,,,,,,,No
139912,India,28,Andhra Pradesh,511,Kurnool,2018,Halvi pni-p1,15.88055556,77.14333333,,,,,,,,,,,,,,,,,,,,,,,No
139913,India,28,Andhra Pradesh,511,Kurnool,2018,Haradgiri-Pn-3,0,0,,,,,,,,,,,,,,,,,,,,,,,No
139914,India,28,Andhra Pradesh,511,Kurnool,2018,Holagondi,15.48333333,77.05,,0,172,418,2160,0.58,0,366,21,92.6,32,150,,0,-20.4,2.29,222,0,810,300,0,7.28,No
139915,India,28,Andhra Pradesh,511,Kurnool,2018,Kapatrala,15.625,77.6,,0,76,50,964,0.8,0,415,2,47.5,59,75,,0,-1.8,1.66,86,0,385,340.16,0,7.7,No
139916,India,28,Andhra Pradesh,511,Kurnool,2018,Karivemula,15.61666667,77.60416667,,0,52,78,1080,1.14,0,506,2,41.4,3.5,135,,0,4.58,3.39,62,0,300,414.75,0,7.73,No
139917,India,28,Andhra Pradesh,511,Kurnool,2018,Kodumuru,15.68333333,77.76666667,,0,140,503,3092,0.62,0,397,27,175.22,350,240,,0,-29.78,3.19,288,0,1070,325.41,0,7.58,No
139918,India,28,Andhra Pradesh,511,Kurnool,2018,Kodumuru1,15.68333333,77.76666667,,,,,,,,,,,,,,,,,,,,,,,No
139919,India,28,Andhra Pradesh,511,Kurnool,2018,Kodumuru 2013DW,15.68333333,77.76666667,,,,,,,,,,,,,,,,,,,,,,,No
139920,India,28,Andhra Pradesh,511,Kurnool,2018,Kolimigundla-DW14,15.09166667,78.10416667,,0,54,74,830,0.94,0,293,20,29.24,41,76,,0,-0.6,2.07,55,0,255,240.16,0,6.86,No
139921,India,28,Andhra Pradesh,511,Kurnool,2018,Kuppagallu,15.75,77.21666667,,,,,,,,,,,,,,,,,,,,,,,No
139922,India,28,Andhra Pradesh,511,Kurnool,2018,Kurnool,15.8375,78.04861111,,0,30,316,1640,0.75,0,140,2.7,31.64,2.1,300,,0,-3.62,9.11,280,0,205,114.75,0,7.77,No
139923,India,28,Andhra Pradesh,511,Kurnool,2018,Kurnool-DW14,15.83833333,78.04916667,,0,120,227,1322,0.72,0,293,3.1,35.4,5.6,101,,0,-8.2,2.08,91,0,445,240.16,0,7.32,No
139924,India,28,Andhra Pradesh,511,Kurnool,2018,Madhavaram,15.93694444,77.36305556,,0,156,184,1342,0.42,0,256,7.8,2.62,115,140,,0,-7.6,3.05,142,0,400,209.84,0,7.67,No
139925,India,28,Andhra Pradesh,511,Kurnool,2018,Mahanandi-DW13,15.46916667,78.62,,0,48,28,652,0.79,0,378,14,43.82,0,19,,0,0.4,0.48,4,0,300,309.84,0,7.69,No
139926,India,28,Andhra Pradesh,511,Kurnool,2018,Mantralayam-new,15.94027778,77.42777778,,,,,,,,,,,,,,,,,,,,,,,No
139927,India,28,Andhra Pradesh,511,Kurnool,2018,Moravakonda,15.97361111,78.27777778,,0,78,167,1390,0.6,0,299,22,21.98,9.3,190,,0,-1.6,4.9,226,0,285,245.08,0,7.78,No
139928,India,28,Andhra Pradesh,511,Kurnool,2018,Naganathanahalli,15.56666667,77.23333333,,0,192,737,6560,2.23,0,592,11,189.88,97,1000,,0,-31,12.25,1755,0,1260,485.25,0,7.82,No
139929,India,28,Andhra Pradesh,511,Kurnool,2018,Nandikotkur,15.86666667,78.275,,0,150,316,1914,0.44,0,268,3.9,39.08,95,209,,0,-12.62,3.93,235,0,535,219.67,0,6.3,No
139930,India,28,Andhra Pradesh,511,Kurnool,2018,Nandyal-DW13,15.48972222,78.49472222,,0,48,110,868,0.68,0,171,5.9,35.31,1.4,80,,0,-5,2.14,139,0,265,140.16,0,7.82,No
139931,India,28,Andhra Pradesh,511,Kurnool,2018,Nossam,14.99166667,78.4,,0,114,220,1548,0.45,0,464,110,23.24,14,106,,0,0,2.37,40,0,380,380.33,0,7.74,No
139932,India,28,Andhra Pradesh,511,Kurnool,2018,Orvakallu,15.6875,78.175,,,,,,,,,,,,,,,,,,,,,,,No
139933,India,28,Andhra Pradesh,511,Kurnool,2018,Palakuru,0,0,,,,,,,,,,,,,,,,,,,,,,,No
139934,India,28,Andhra Pradesh,511,Kurnool,2018,Pata Sunnipeta-DW14,16.07083333,78.87083333,,,,,,,,,,,,,,,,,,,,,,,No
139935,India,28,Andhra Pradesh,511,Kurnool,2018,Peapally,15.23055556,77.37638889,,,,,,,,,,,,,,,,,,,,,,,No
139936,India,28,Andhra Pradesh,511,Kurnool,2018,Peapally1,15.23055556,77.37638889,,,,,,,,,,,,,,,,,,,,,,,No
139937,India,28,Andhra Pradesh,511,Kurnool,2018,Peddatekuru,15.72916667,78.00416667,,,,,,,,,,,,,,,,,,,,,,,No
139938,India,28,Andhra Pradesh,511,Kurnool,2018,Podalakunta-DW14,15.85416667,77.12083333,,0,100,89,873,0.6,0,256,1.6,39,105,28,,0,-8,0.6,43,0,410,209.84,0,7.7,No
139939,India,28,Andhra Pradesh,511,Kurnool,2018,Puppaladoddi,15.53388889,77.48583333,,,,,,,,,,,,,,,,,,,,,,,No
139940,India,28,Andhra Pradesh,511,Kurnool,2018,Rajala Mandagiri-DW14,15.43694444,77.47361111,,0,74,21,581,0.44,0,311,17,15.89,2.5,16,,0,0.2,0.44,11,0,250,254.92,0,7.54,No
139941,India,28,Andhra Pradesh,511,Kurnool,2018,Ratan-DW13,15.36666667,77.16666667,,,,,,,,,,,,,,,,,,,,,,,No
139942,India,28,Andhra Pradesh,511,Kurnool,2018,Rudravaram,15.85,78.47083333,,,,,,,,,,,,,,,,,,,,,,,No
139943,India,28,Andhra Pradesh,511,Kurnool,2018,Rudravaram-DW13,15.85027778,78.47083333,,0,72,82,1156,0.48,0,317,7.8,31.69,8.1,115,,0,-2,2.84,168,0,310,259.84,0,7.65,No
139944,India,28,Andhra Pradesh,511,Kurnool,2018,Santajutur,15.63333333,78.44166667,,0,84,291,1900,0.65,0,427,130,65.75,6.2,173,,0,-5.2,3.43,240,0,480,350,0,7.93,No
139945,India,28,Andhra Pradesh,511,Kurnool,2018,Srisailam,16.09166667,78.86388889,,,,,,,,,,,,,,,,,,,,,,,No
139946,India,28,Andhra Pradesh,511,Kurnool,2018,Srisailam-DW14,16.06666667,78.86805556,,,,,,,,,,,,,,,,,,,,,,,No
139947,India,28,Andhra Pradesh,511,Kurnool,2018,Sulavai-DW13,15.45833333,77.1,,0,164,418,2708,1.2,0,543,21,75.57,186,267,,0,-11,4.33,130,0,720,445.08,0,7.39,No
139948,India,28,Andhra Pradesh,511,Kurnool,2018,Tammarajupalli,15.54166667,78.24166667,,,,,,,,,,,,,,,,,,,,,,,No
139949,India,28,Andhra Pradesh,511,Kurnool,2018,Timmapuram,15.40138889,78.30833333,,,,,,,,,,,,,,,,,,,,,,,No
139950,India,28,Andhra Pradesh,511,Kurnool,2018,Tuggali1,15.3175,77.545,,,,,,,,,,,,,,,,,,,,,,,No
139951,India,28,Andhra Pradesh,511,Kurnool,2018,Tungabhadra,15.9375,77.3125,,,,,,,,,,,,,,,,,,,,,,,No
139952,India,28,Andhra Pradesh,511,Kurnool,2018,Tungabhadra 2013DW,15.93722222,77.30833333,,,,,,,,,,,,,,,,,,,,,,,No
139953,India,28,Andhra Pradesh,511,Kurnool,2018,Tungabhadra-PZ,15.9375,77.3125,,0,232,510,2934,0.26,0,311,11,95.1,109,220,,0,-28.6,3.07,364,0,970,254.92,0,7.46,No
139954,India,28,Andhra Pradesh,511,Kurnool,2018,Veldurti,15.55,77.93333333,,0,76,234,2053,1.78,0,897,27,76.68,19,265,,0,9.2,5.13,21,0,505,735.25,0,7.43,No
139955,India,28,Andhra Pradesh,511,Kurnool,2018,Velugodu,15.72916667,78.56666667,,0,204,411,2670,0.57,0,336,18,80.48,191,250,,0,-22.58,3.75,370,0,840,275.41,0,7.39,No
139956,India,28,Andhra Pradesh,511,Kurnool,2018,Venkatapuram2,15.88333333,78.65,,0,54,174,1240,1.24,0,476,2.9,34.1,42,200,,0,4.6,5.25,36,0,275,390.16,0,7.4,No
139957,India,28,Andhra Pradesh,511,Kurnool,2018,Yemignur,15.82777778,77.47916667,,,,,,,,,,,,,,,,,,,,,,,No
139958,India,28,Andhra Pradesh,511,Kurnool,2018,Yemignur[r],15.755,77.49472222,,,,,,,,,,,,,,,,,,,,,,,No
139959,India,28,Andhra Pradesh,511,Kurnool,2018,Yemmiganur-DW14,15.78333333,77.45833333,,0,50,64,787,0.5,0,262,2,45.04,53,65,,0,-3.82,1.61,95,0,310,214.75,0,7.65,No
139960,India,28,Andhra Pradesh,511,Kurnool,2018,Yenugumarri,15.29722222,77.79166667,,0,68,85,1869,0.28,0,976,12,85.18,9.3,220,,0,11.2,4.2,75,0,520,800,0,8.02,No
139961,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Ademmasatram-DW13,14.48222222,80.08944444,,,,,,,,,,,,,,,,,,,,,,,No
139962,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Aduripalle 2013Dw,14.44666667,79.60472222,,,,,,,,,,,,,,,,,,,,,,,No
139963,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Allur-DW13,14.67833333,80.05194444,,,,,,,,,,,,,,,,,,,,,,,No
139964,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Aravapalem,13.9,80.06666667,,,60,443,2580,1.63,,610,7,60.86,15,400,,,4,8.7,131,,400,500,,7.56,No
139965,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Atkanitipa-DW14,13.715,80.12111111,,,,,,,,,,,,,,,,,,,,,,,No
139966,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Atmakur,14.61666667,79.625,,,28,71,930,1.32,,384,7,21.92,2,138,,,6.18,4.75,48,,160,314.8,,7.72,No
139967,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Ayyapareddipalm,14.83416667,79.80083333,,,90,142,1415,1.04,,500,9,45.09,100,143,,,,3.07,38,,410,409.8,,7.1,No
139968,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Bata,14.75,79.21666667,,,84,50,970,0.75,,488,27,30.49,10,55,,,2.6,1.31,12,,335,400,,7.56,No
139969,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Bodipadu-DW13,14.515,79.57611111,,,,,,,,,,,,,,,,,,,,,,,No
139970,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Brahmadevam-DW13,14.34444444,80.06861111,,,,,,,,,,,,,,,,,,,,,,,No
139971,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Brahmanapuduru Agraharam DW13,13.90138889,79.92777778,,,,,,,,,,,,,,,,,,,,,,,No
139972,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Bramheshpuram 2012Dw,14.84944444,79.45,,,,,,,,,,,,,,,,,,,,,,,No
139973,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Budam,14.08388889,79.91611111,,,,,,,,,,,,,,,,,,,,,,,No
139974,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Budam-1,14.08333333,79.91527778,,,62,89,1540,1.13,,732,2,65.72,60,189,,,7,3.99,62,,425,600,,7.62,No
139975,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Chennaannaluru 2013Dw,14.90916667,79.68416667,,,,,,,,,,,,,,,,,,,,,,,No
139976,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Chittedu,0,0,,,,,,,,,,,,,,,,,,,,,,,No
139977,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Chouttucherla-DW14,14.61361111,80.04722222,,,,,,,,,,,,,,,,,,,,,,,No
139978,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Dachuru,14.38416667,79.56777778,,,108,901,5090,0.37,,555,567,131.42,600,449,,,,6.86,281,,810,454.9,,7.84,No
139979,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Dakkili 2013Dw,14.03722222,79.56222222,,,,,,,,,,,,,,,,,,,,,,,No
139980,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Durgarajapatnam,13.975,80.16666667,,,146,234,1560,0.2,,549,70,14.77,6,124,,,1,2.62,,,425,450,,7.26,No
139981,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Duttaluripadu,14.84166667,79.40833333,,,,,,,,,,,,,,,,,,,,,,,No
139982,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Eruru,14.19666667,80.04194444,,,54,60,530,0.59,,85,36,2.5,45,31,,,,1.12,65,,145,69.7,,6.8,No
139983,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Eruru-DW14,14.17666667,80.0425,,,,,,,,,,,,,,,,,,,,,,,No
139984,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Gollapalli,14.10861111,79.72805556,,,,,,,,,,,,,,,,,,,,,,,No
139985,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Gopalpuram-DW13,14.01944444,79.62722222,,,,,,,,,,,,,,,,,,,,,,,No
139986,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Gudur,14.14444444,79.87027778,,,,,,,,,,,,,,,,,,,,,,,No
139987,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Isakapalli-Dw14,0,0,,,,,,,,,,,,,,,,,,,,,,,No
139988,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Isakapalli-DW14,14.73333333,80.09694444,,,,,,,,,,,,,,,,,,,,,,,No
139989,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Kadanothala,14.75,80,,,24,85,560,0.17,,134,67,12.19,15,38,,,0,1.58,34,,110,109.8,,7.12,No
139990,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Kaligiri,14.82916667,79.69166667,,,,,,,,,,,,,,,,,,,,,,,No
139991,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Kaligiri 2013Dw,14.82777778,79.6925,,,,,,,,,,,,,,,,,,,,,,,No
139992,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Kaluvaya,14.51666667,79.41666667,,,86,113,1120,0.59,,421,2,59.67,45,61,,,,1.24,48,,460,345.1,,7.34,No
139993,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Kanupurupalli,14.46666667,79.53333333,,,264,2134,11000,1.12,,775,6,289.65,500,1702,,,,17.21,1440,,1850,635.3,,6.94,No
139994,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Kastam Pahad-DW14,14.67944444,79.53861111,,,,,,,,,,,,,,,,,,,,,,,No
139995,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Kavali,14.91277778,79.97722222,,,60,128,720,0.11,,92,6,17.09,69,58,,,,1.7,39,,220,75.4,,6.4,No
139996,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Kesavaram DW13,14.06333333,79.96333333,,,,,,,,,,,,,,,,,,,,,,,No
139997,India,28,Andhra Pradesh,515,Spsr Nellore,2011,Kondapuram,14.99111111,79.68333333,,,32,163,1830,2.35,,665,18,8.55,60,368,,,17.2,14.93,106,,115,545.1,,7.96,No
